OS0660,431,ALLERGY,"ALLERGY, YEAST",Blood,No special preparation required
AL0003,447,ALLERGY,IMMUNOCAP PHADITOP ADULT SCREENING,Blood,No special preparation required
BI139,30,BIOCHEMISTRY,ACETONE/KETONE - SERUM,Blood,No special preparation required
BI000,216,BIOCHEMISTRY,ADENOSINE DEAMINASE -ADA,Blood,No special preparation required
BI001,72,BIOCHEMISTRY,"ALANINE AMINOTRANSFERASE (ALT/SGPT), SERUM",Blood,No special preparation required
BI002,20,BIOCHEMISTRY,ALBUMIN - FLUID,Blood,No special preparation required
BI003,31,BIOCHEMISTRY,ALBUMIN - SERUM,Blood,Overnight fasting is preferred.
BI004,269,BIOCHEMISTRY,ALCOHOL-BLOOD,Blood,No special preparation required
BI140,272,BIOCHEMISTRY,ALCOHOL/ETHANOL- URINE,Blood,No special preparation required
BI005,66,BIOCHEMISTRY,ALKALINE PHOSPHATASE - SERUM,Blood,No special preparation required
OS0119,455,BIOCHEMISTRY,AMMONIA,Blood,No special preparation required
BI006,145,BIOCHEMISTRY,AMYLASE - 24 HR URINE,Blood,No special preparation required
BI007,141,BIOCHEMISTRY,AMYLASE - FLUID,Blood,No special preparation required
BI008,152,BIOCHEMISTRY,AMYLASE - SERUM,Blood,No special preparation required
BI009,142,BIOCHEMISTRY,AMYLASE - SPOT URINE,Blood,No special preparation required
SE213,1470,BIOCHEMISTRY,ANTI STREPTOLYSIN-O (ASO) QUANTITATIVE,Blood,No special preparation required
Z138,1459,BIOCHEMISTRY,APOLIPO EVALUATION PANEL,Blood,Fasting (12hrs fasting Mandatory)
PR024,916,BIOCHEMISTRY,APOLIPOPROTEIN A1 AND B,Blood,Fasting (12hrs fasting Mandatory)
SE211,1449,BIOCHEMISTRY,APOLIPOPROTEIN- A1,Blood,Fasting (12hrs fasting Mandatory)
BI145,1378,BIOCHEMISTRY,APOLIPOPROTEIN- B,Blood,Fasting (12hrs fasting Mandatory)
BI012,74,BIOCHEMISTRY,"ASPARTATE AMINOTRANSFERASE (AST/SGOT), FLUID",Blood,No special preparation required
BI013,73,BIOCHEMISTRY,"ASPARTATE AMINOTRANSFERASE (AST/SGOT), SERUM",Blood,No special preparation required
OS0039,134,BIOCHEMISTRY,BICARBONATE (HCO3),Blood,No special preparation required
BI014,140,BIOCHEMISTRY,BILIRUBIN (INDIRECT),Blood,No special preparation required
BI015,32,BIOCHEMISTRY,BILIRUBIN CONJUGATED (DIRECT) - SERUM,Blood,No special preparation required
PR030,861,BIOCHEMISTRY,BILIRUBIN SERUM - TOTAL/DIRECT/INDIRECT,Blood,No special preparation required
BI016,35,BIOCHEMISTRY,"BILIRUBIN, TOTAL - SERUM",Blood,No special preparation required
BI017,34,BIOCHEMISTRY,BLOOD UREA NITROGEN,Blood,No special preparation required
BI128,1338,BIOCHEMISTRY,BUN/CREATININE RATIO,Blood,No special preparation required
BI030,151,BIOCHEMISTRY,C-REACTIVE PROTEIN CRP (QUANTITATIVE),Blood,Overnight fasting is preferred.
BI150,2018,BIOCHEMISTRY,C3 AND C4 (COMPLEMENT PANEL),Blood,Overnight fasting is preferred.
BI018,111,BIOCHEMISTRY,CALCIUM - SPOT URINE,Blood,Overnight fasting is preferred.
PR033,862,BIOCHEMISTRY,CALCIUM 24 HOUR URINE,Blood,Overnight fasting is preferred.
OS0201,243,BIOCHEMISTRY,"CALCIUM, IONIZED",Blood,Overnight fasting is preferred.
BI019,50,BIOCHEMISTRY,"CALCIUM, SERUM",Blood,#REF!
BI142,440,BIOCHEMISTRY,CERULOPLASMIN - SERUM,Blood,No special preparation required
BI020,79,BIOCHEMISTRY,CHLORIDE - 24 HR URINE,Blood,No special preparation required
BI021,80,BIOCHEMISTRY,CHLORIDE - FLUID,Blood,No special preparation required
BI022,51,BIOCHEMISTRY,CHLORIDE - SERUM,Blood,No special preparation required
BI023,81,BIOCHEMISTRY,CHLORIDE - SPOT URINE,Blood,No special preparation required
BI024,37,BIOCHEMISTRY,CHOLESTEROL - SERUM,Blood,#REF!
BI025,71,BIOCHEMISTRY,"CHOLESTEROL, FLUID",Blood,No special preparation required
OS0035,149,BIOCHEMISTRY,CHOLINESTERASE,Blood,No special preparation required
BI026,102,BIOCHEMISTRY,CK CREATINE KINASE - SERUM (CPK):,Blood,No special preparation required
BI027,179,BIOCHEMISTRY,CK- MB - SERUM,Blood,No special preparation required
BI028,217,BIOCHEMISTRY,COMPLEMENT LEVEL - C3,Blood,Overnight fasting is preferred.
BI029,218,BIOCHEMISTRY,COMPLEMENT LEVEL C4,Blood,Overnight fasting is preferred.
PR042,864,BIOCHEMISTRY,CREATININE - 24 HR URINE,Blood,No special preparation required
BI031,52,BIOCHEMISTRY,CREATININE - SPOT URINE,Blood,No special preparation required
PR101,865,BIOCHEMISTRY,CREATININE CLEARANCE TEST -24 HRS URINE,Blood,No special preparation required
BI148,1978,BIOCHEMISTRY,"CREATININE, DRAIN FLUID",Blood,No special preparation required
BI032,46,BIOCHEMISTRY,"CREATININE, SERUM",Blood,No special preparation required
OS0053,453,BIOCHEMISTRY,CYSTATIN C,Blood,No special preparation required
BI034,56,BIOCHEMISTRY,DRAIN FLUID FOR BILIRUBIN,Blood,No special preparation required
PR102,876,BIOCHEMISTRY,ELECTROLYTES - SERUM,Blood,No special preparation required
BI146,1834,BIOCHEMISTRY,ELECTROLYTES WITH CALCIUM,Blood,No special preparation required
PR059,884,BIOCHEMISTRY,ESTIMATED GLOMERULAR FILTRATION RATE (EGFR),Blood,No special preparation required
BI035,180,BIOCHEMISTRY,FLUID FOR PROTEINS,Blood,No special preparation required
OS0354,533,BIOCHEMISTRY,G6PD DEFICIENCY QUANTITATIVE,Blood,No special preparation required
BI036,101,BIOCHEMISTRY,GAMMA GLUTAMYL TRANFERASE (GGT),Blood,No special preparation required
Z039,1373,BIOCHEMISTRY,GLOBULIN: (CALCULATED) – SERUM,Blood,No special preparation required
BI037,14,BIOCHEMISTRY,GLUCOSE - CSF,Blood,No special preparation required
BI038,3,BIOCHEMISTRY,GLUCOSE - FLUID,Blood,No special preparation required
BI039,1,BIOCHEMISTRY,GLUCOSE - SERUM / PLASMA (1 1/2 HR),Blood,SAMPLE AFTER 1.30HR OF 75GM GLUCOSE INTAKE
BI040,4,BIOCHEMISTRY,GLUCOSE - SERUM / PLASMA (1/2 HR),Blood,SAMPLE AFTER 0.30HR OF 75GM GLUCOSE INTAKE
BI041,16,BIOCHEMISTRY,GLUCOSE - SERUM / PLASMA (1HR),Blood,SAMPLE AFTER 1HR OF 75GM GLUCOSE INTAKE
Z143,1513,BIOCHEMISTRY,GLUCOSE - SERUM / PLASMA (1HR).,Blood,SAMPLE AFTER 1HR OF 75GM GLUCOSE INTAKE
BI042,5,BIOCHEMISTRY,GLUCOSE - SERUM / PLASMA (2 1/2 HR),Blood,SAMPLE AFTER 2.30HR OF 75GM GLUCOSE INTAKE
BI043,17,BIOCHEMISTRY,GLUCOSE - SERUM / PLASMA (2 HR),Blood,SAMPLE AFTER 2HR OF 75GM GLUCOSE INTAKE
Z144,1514,BIOCHEMISTRY,GLUCOSE - SERUM / PLASMA (2 HR).,Blood,SAMPLE AFTER 2HR OF 75GM GLUCOSE INTAKE
Z140,1006,BIOCHEMISTRY,GLUCOSE - SERUM / PLASMA (3 1/2 HR),Blood,SAMPLE AFTER 3.30HR OF 75GM GLUCOSE INTAKE
BI044,6,BIOCHEMISTRY,GLUCOSE - SERUM / PLASMA (3 HR),Blood,SAMPLE AFTER 3HR OF 75GM GLUCOSE INTAKE
Z141,1007,BIOCHEMISTRY,GLUCOSE - SERUM / PLASMA (4 1/2 HR),Blood,SAMPLE AFTER 4.30HR OF 75GM GLUCOSE INTAKE
Z142,1008,BIOCHEMISTRY,GLUCOSE - SERUM / PLASMA (4 HR),Blood,SAMPLE AFTER 4HR OF 75GM GLUCOSE INTAKE
BI045,18,BIOCHEMISTRY,GLUCOSE CHALLENGE TEST GCT 50gm,Blood,SAMPLE AFTER 50GM OF GLUCOSE INTAKE
BI046,53,BIOCHEMISTRY,GLUCOSE CHALLENGE TEST GCT 75gm,Blood,SAMPLE AFTER 75GM OF GLUCOSE INTAKE
BI131,1488,BIOCHEMISTRY,"GLUCOSE CHALLENGE TEST GCT, GESTATIONAL, 75GM GLUCOSE",Blood,Fasting (12hrs fasting Mandatory)
Z148,1667,BIOCHEMISTRY,GLUCOSE RANDOM,Blood,SAMPLE AFTER 2HR OF MEAL 
BI047,7,BIOCHEMISTRY,"GLUCOSE, FASTING",Blood,Fasting (12hrs fasting Mandatory)
Z139,1512,BIOCHEMISTRY,"GLUCOSE, FASTING.",Blood,Fasting (12hrs fasting Mandatory)
BI048,8,BIOCHEMISTRY,"GLUCOSE, POST PRANDIAL (PP), 2 HOURS (POST MEAL)",Blood,SAMPLE AFTER 2HR OF MEAL 
BI049,9,BIOCHEMISTRY,"GLUCOSE, RANDOM",Blood,Fasting (12hrs fasting Mandatory)
BI050,153,BIOCHEMISTRY,"HBA1C, GLYCATED HEMOGLOBIN",Blood,No special preparation required
BI051,78,BIOCHEMISTRY,HDL CHOLESTEROL - SERUM,Blood,#REF!
BI143,1197,BIOCHEMISTRY,HOMA IR;INSULIN RESISTANCE INDEX,Blood,Fasting (12hrs fasting Mandatory)
BI052,254,BIOCHEMISTRY,HS-CRP (HIGH SENSITIVITY C-REACTIVE PROTEIN),Blood,No special preparation required
BI053,144,BIOCHEMISTRY,IMMUNOGLOBULIN - IGA,Blood,No special preparation required
BI054,196,BIOCHEMISTRY,IMMUNOGLOBULIN - IGG,Blood,No special preparation required
BI055,157,BIOCHEMISTRY,IMMUNOGLOBULIN - IGM,Blood,No special preparation required
PR077,911,BIOCHEMISTRY,"IMMUNOGLOBULIN PANEL [IGG, IGM & IGA] - SERUM",Blood,No special preparation required
BI056,120,BIOCHEMISTRY,IRON - SERUM,Blood,No special preparation required
BI057,287,BIOCHEMISTRY,IRON SATURATION,Blood,Overnight fasting is preferred. Avoid iron supplements for minimum 7 days prior to specimen collection.
PR079,881,BIOCHEMISTRY,IRON STUDIES (IRON + TIBC),Blood,Overnight fasting is preferred. Avoid iron supplements for minimum 7 days prior to specimen collection.
BI058,121,BIOCHEMISTRY,LACTATE DEHYDROGENASE (LDH)- FLUID,Blood,No special preparation required
BI059,122,BIOCHEMISTRY,LACTATE DEHYDROGENASE (LDH)- SERUM,Blood,No special preparation required
BI060,100,BIOCHEMISTRY,LDL CHOLESTEROL - SERUM (DIRECT LDL),Blood,Fasting (12hrs fasting Mandatory)
Z036,1371,BIOCHEMISTRY,LDL CHOLESTEROL - SERUM / PLASMA (CALCULATED VALUE),Blood,Fasting (12hrs fasting Mandatory)
Z037,1372,BIOCHEMISTRY,LDL CHOLESTEROL / HDL CHOLESTEROL,Blood,Fasting (12hrs fasting Mandatory)
BI061,212,BIOCHEMISTRY,LIPASE - FLUID,Blood,No special preparation required
BI062,213,BIOCHEMISTRY,LIPASE - SERUM,Blood,No special preparation required
BI063,219,BIOCHEMISTRY,LIPASE- URINE (SPOT),Blood,No special preparation required
PR084,886,BIOCHEMISTRY,LIPID PROFILE,Blood,Fasting (12hrs fasting Mandatory)
PR085,887,BIOCHEMISTRY,LIPID PROFILE (DIRECT LDL),Blood,Fasting (12hrs fasting Mandatory)
Z049,1380,BIOCHEMISTRY,LIPID PROFILE WITH LDL/HDL RATIO,Blood,Fasting (12hrs fasting Mandatory)
BI144,313,BIOCHEMISTRY,LIPOPROTEIN A (LP-A),Blood,No special preparation required
BI064,181,BIOCHEMISTRY,LITHIUM - SERUM,Blood,No special preparation required
PR086,893,BIOCHEMISTRY,LIVER FUNCTION TEST (LFT),Blood,No special preparation required
BI110,1139,BIOCHEMISTRY,LIVER FUNCTION TEST (LFT) WITH GGT,Blood,No special preparation required
BI065,227,BIOCHEMISTRY,MAGNESIUM - SERUM,Blood,No special preparation required
BI066,221,BIOCHEMISTRY,MAGNESIUM - SPOT URINE,Blood,No special preparation required
BI067,215,BIOCHEMISTRY,MAGNESIUM 24 HR URINE,Blood,No special preparation required
BI033,214,BIOCHEMISTRY,"MAGNESIUM, CSF",Blood,No special preparation required
BI068,194,BIOCHEMISTRY,MAU (MICROALBUMIN) - 24HRS URINE,Blood,No special preparation required
BI069,195,BIOCHEMISTRY,MICROALBUMIN ( MAU)- SPOT URINE,Blood,No special preparation required
PR090,882,BIOCHEMISTRY,MICROALBUMIN /CREATININE RATIO - URINE,Blood,No special preparation required
BI070,54,BIOCHEMISTRY,NEONATAL BILIRUBIN,Blood,#REF!
BI152,2079,BIOCHEMISTRY,NEONATAL LIVER FUNCTION TEST,Blood,No special preparation required
OS0072,638,BIOCHEMISTRY,NT-PRO BNP(N-TERMINAL PRO BRAIN NATRIURETIC PEPTIDE),Blood,No special preparation required
BI071,228,BIOCHEMISTRY,OSMOLALITY - SPOT URINE,Blood,No special preparation required
BI072,229,BIOCHEMISTRY,OSMOLALITY -SERUM,Blood,No special preparation required
BI073,154,BIOCHEMISTRY,"PHOSPHORUS, INORGANIC - 24 HR URINE",Blood,No special preparation required
BI074,47,BIOCHEMISTRY,"PHOSPHORUS, INORGANIC - SERUM",Blood,No special preparation required
BI075,155,BIOCHEMISTRY,"PHOSPHORUS, INORGANIC - SPOT URINE",Blood,No special preparation required
BI077,82,BIOCHEMISTRY,POTASSIUM - 24 HR URINE,Blood,No special preparation required
BI078,83,BIOCHEMISTRY,POTASSIUM - FLUID,Blood,No special preparation required
BI079,69,BIOCHEMISTRY,POTASSIUM - SERUM / PLASMA,Blood,No special preparation required
BI080,84,BIOCHEMISTRY,POTASSIUM - SPOT URINE,Blood,No special preparation required
OS0563,622,BIOCHEMISTRY,PROCALCITONIN,Blood,No special preparation required
BI081,103,BIOCHEMISTRY,"PROTEIN, TOTAL - 24 HR URINE",Blood,No special preparation required
BI083,57,BIOCHEMISTRY,"PROTEIN, TOTAL - CSF",Blood,No special preparation required
BI084,55,BIOCHEMISTRY,"PROTEIN, TOTAL - SERUM",Blood,No special preparation required
BI136,1524,BIOCHEMISTRY,RENAL PROFILE 2,Blood,Overnight fasting is preffered
PR080,895,BIOCHEMISTRY,RENAL PROFILE/RENAL FUNCTION TEST (RFT/KFT),Blood,Overnight fasting is preffered
BI129,1354,BIOCHEMISTRY,RENAL PROFILE/RENAL FUNCTION TEST (RFT/KFT) EXCLUDE PHOSPHORUS,Blood,Overnight fasting is preffered
BI086,105,BIOCHEMISTRY,SODIUM - 24 HR URINE,Blood,No special preparation required
BI087,85,BIOCHEMISTRY,SODIUM - FLUID,Blood,No special preparation required
BI088,70,BIOCHEMISTRY,SODIUM - SERUM,Blood,No special preparation required
BI089,106,BIOCHEMISTRY,SODIUM - SPOT URINE,Blood,No special preparation required
BI141,451,BIOCHEMISTRY,TESTOSTERONE- FREE,Blood,No special preparation required
BI091,86,BIOCHEMISTRY,TOTAL IRON BINDING CAPACITY ( TIBC) - SERUM,Blood,No special preparation required
PR112,859,BIOCHEMISTRY,"TOTAL PROTEIN (PROTEIN, ALBUMIN, GLOBULIN, A/G)",Blood,No special preparation required
BI135,1523,BIOCHEMISTRY,TRIGLYCERIDES - FLUID,Blood,No special preparation required
BI092,110,BIOCHEMISTRY,TRIGLYCERIDES - SERUM,Blood,#REF!
BI093,537,BIOCHEMISTRY,TROPONIN I- QUALITATIVE,Blood,No special preparation required
BI094,477,BIOCHEMISTRY,TROPONIN T QUALITATIVE,Blood,No special preparation required
BI095,112,BIOCHEMISTRY,UREA - 24 HR URINE,Blood,No special preparation required
BI149,1991,BIOCHEMISTRY,UREA - DRAIN FLUID,Blood,No special preparation required
BI096,36,BIOCHEMISTRY,UREA - SERUM,Blood,No special preparation required
BI097,87,BIOCHEMISTRY,UREA - SPOT URINE,Blood,No special preparation required
BI151,2027,BIOCHEMISTRY,UREA AND CREATININE,Blood,No special preparation required
BI098,113,BIOCHEMISTRY,URIC ACID - 24 HR URINE,Blood,No special preparation required
BI099,48,BIOCHEMISTRY,URIC ACID - SERUM,Blood,No special preparation required
BI100,114,BIOCHEMISTRY,URIC ACID - SPOT URINE,Blood,No special preparation required
BI147,1922,BIOCHEMISTRY,URINE CALCIUM / CREATININE RATIO 24 HR URINE,Blood,No special preparation required
BI102,156,BIOCHEMISTRY,URINE COTININE (NICOTINE) TEST,Blood,No special preparation required
PR123,870,BIOCHEMISTRY,URINE ELECTROLYTES,Blood,No special preparation required
PR119,877,BIOCHEMISTRY,URINE FOR CALCIUM/CREATININE RATIO,Blood,No special preparation required
BI107,1102,BIOCHEMISTRY,URINE PROTEIN / CREATININE RATIO 24 HR URINE,Blood,No special preparation required
BI090,143,BIOCHEMISTRY,URINE PROTEIN / CREATININE RATIO SPOT,Blood,No special preparation required
BI085,104,BIOCHEMISTRY,URINE PROTEIN- QUANTITATIVE- SPOT URINE,Blood,No special preparation required
Z040,1374,BIOCHEMISTRY,VLDL CHOLESTEROL – SERUM,Blood,Fasting (12hrs fasting Mandatory)
PR040,849,CLINICAL PATHOLOGY,COMPLETE URINE EXAMINATION,Blood,No special preparation required
PR001,927,CLINICAL PATHOLOGY,DRUG OF ABUSE(DOA) PANEL - 05 DRUGS,Blood,No special preparation required
PR002,943,CLINICAL PATHOLOGY,DRUG OF ABUSE(DOA) PANEL - 09 DRUGS,Blood,No special preparation required
PR120,941,CLINICAL PATHOLOGY,DRUG OF ABUSE(DOA) PANEL - 10 DRUGS,Blood,No special preparation required
PR121,937,CLINICAL PATHOLOGY,DRUG OF ABUSE(DOA) PANEL - 6 DRUGS,Blood,No special preparation required
CP0001,138,CLINICAL PATHOLOGY,DRUG TEST - AMPHETEMINES,Blood,No special preparation required
CP0002,485,CLINICAL PATHOLOGY,DRUG TEST - BARBITURATES,Blood,No special preparation required
CP0003,437,CLINICAL PATHOLOGY,DRUG TEST - BENZODIAZEPINES,Blood,No special preparation required
CP0005,484,CLINICAL PATHOLOGY,DRUG TEST - COCAINE,Blood,No special preparation required
CP0006,225,CLINICAL PATHOLOGY,DRUG TEST - MARIJUANA/CANNABINOIDS,Blood,No special preparation required
CP0007,486,CLINICAL PATHOLOGY,DRUG TEST - METHADONE,Blood,No special preparation required
CP0008,222,CLINICAL PATHOLOGY,DRUG TEST - METHAMPHETAMINE,Blood,No special preparation required
CP0009,223,CLINICAL PATHOLOGY,DRUG TEST - OPIATES/MORPHINE,Blood,No special preparation required
CP0010,253,CLINICAL PATHOLOGY,DRUG TEST - PHENCYCLIDINE,Blood,No special preparation required
CP0011,226,CLINICAL PATHOLOGY,DRUG TEST - PROPOXYPHENE,Blood,No special preparation required
CY0001,182,CLINICAL PATHOLOGY,FLUID FOR ANALYSIS,Blood,No special prepration required
CP106,1866,CLINICAL PATHOLOGY,FLUID FOR PH,Blood,No special prepration required
CP107,1867,CLINICAL PATHOLOGY,FLUID FOR SPECIFIC GRAVITY,Blood,No special prepration required
CP105,139,CLINICAL PATHOLOGY,METHAQUALONE - (SPOT URINE DOA),Blood,No special prepration required
CP0020,44,CLINICAL PATHOLOGY,"PROTEIN, TOTAL - SPOT URINE (STRIP METHOD)",Blood,MORNING FIRST SAMPLE
PR100,871,CLINICAL PATHOLOGY,SEMEN ANALYSIS (SEMINOGRAM),Blood,MORNING FIRST SAMPLE
CP111,2062,CLINICAL PATHOLOGY,SEMEN FOR FRUCTOSE,Blood,MORNING FIRST SAMPLE
